0,1,2,3,4,5,class,file_name
24.40356731,5627.375567,-0.001729965,341.1040906,70.4197216,1049.889586,no_dust,ESP_011261_1960_RED.NOMAP.browse-Block-12.jpg
41.72285557,8898.531493,-0.001020432,529.1239575,108.3419504,877.4885244,no_dust,ESP_011261_1960_RED.NOMAP.browse-Block-2.jpg
50.75943947,10367.13637,-0.000536919,1593.274382,127.9435539,3123.576127,no_dust,ESP_011264_1090_RED.NOMAP.browse-Block-1.jpg
31.69358253,7077.380372,-0.000761032,1357.939929,119.2074728,2341.030017,no_dust,ESP_011264_1090_RED.NOMAP.browse-Block-10.jpg
41.82353497,8915.793339,0.000863075,1352.403595,117.3927784,1771.192226,no_dust,ESP_011264_1090_RED.NOMAP.browse-Block-11.jpg
11.45459175,2789.713224,-0.000868797,251.7807848,49.37103844,351.434762,no_dust,ESP_011264_1090_RED.NOMAP.browse-Block-12.jpg
14.59632397,3509.009938,0.000430107,398.6851032,54.54848194,358.9153455,no_dust,ESP_011264_1090_RED.NOMAP.browse-Block-16.jpg
28.2298708,6401.691448,-0.001285553,465.6270507,42.1980772,261.1389776,no_dust,ESP_011264_1090_RED.NOMAP.browse-Block-17.jpg
76.32495403,13637.36467,0.001581192,1882.62071,128.5532465,1617.761405,no_dust,ESP_011264_1090_RED.NOMAP.browse-Block-2.jpg
33.60332966,7439.665299,-0.000731468,503.812611,38.88925552,260.3183097,no_dust,ESP_011264_1090_RED.NOMAP.browse-Block-22.jpg
8.254008293,2036.643462,9.16E-05,294.6474476,39.89353943,141.4630161,no_dust,ESP_011264_1090_RED.NOMAP.browse-Block-7.jpg
65.52769661,12415.68361,0.000226974,1177.877645,105.1755447,1193.901946,no_dust,ESP_011265_1560_RED.NOMAP.browse-Block-1.jpg
62.81373024,12071.9365,0.000160217,1203.674841,124.5791569,930.4843882,no_dust,ESP_011265_1560_RED.NOMAP.browse-Block-4.jpg
70.29878139,12984.27059,0.002105713,1404.005292,135.005271,753.2771567,no_dust,ESP_011265_1560_RED.NOMAP.browse-Block-5.jpg
63.80836487,12199.62561,-0.002180099,1283.661593,130.4472256,654.9117618,no_dust,ESP_011265_1560_RED.NOMAP.browse-Block-6.jpg
88.05395865,14700.25982,0.001154726,1948.182236,41.7170827,300.7439746,no_dust,ESP_011268_2485_RED.NOMAP.browse-Block-15.jpg
94.73177433,15182.49339,-5.53E-05,2934.707685,114.3970594,589.0627694,no_dust,ESP_011268_2485_RED.NOMAP.browse-Block-7.jpg
7.125864029,1766.317389,-0.000441551,116.3450382,153.0518751,268.9775116,no_dust,ESP_011273_1925_RED.NOMAP.browse-Block-1.jpg
17.58509159,4174.962909,-0.001728058,285.6885441,158.7535276,2380.589183,no_dust,ESP_011273_1925_RED.NOMAP.browse-Block-10.jpg
21.15142822,4946.231281,-0.000710487,203.00351,156.9217234,966.6465188,no_dust,ESP_011273_1925_RED.NOMAP.browse-Block-11.jpg
8.951225281,2202.438013,-0.001268387,98.82712776,133.0661631,2862.569045,no_dust,ESP_011273_1925_RED.NOMAP.browse-Block-2.jpg
29.31035042,6615.042715,-0.000227928,276.9501295,151.4161224,2952.918593,no_dust,ESP_011273_1925_RED.NOMAP.browse-Block-6.jpg
32.75412083,7279.46838,-0.00118351,419.6862083,153.5892372,3905.367113,no_dust,ESP_011273_1925_RED.NOMAP.browse-Block-7.jpg
20.54127216,4816.08054,0.000376701,256.8819264,174.4497309,1245.944216,no_dust,ESP_011273_1925_RED.NOMAP.browse-Block-8.jpg
31.67850494,7074.491085,0.000429153,350.8623751,161.7250366,1472.41416,no_dust,ESP_011273_1925_RED.NOMAP.browse-Block-9.jpg
52.59866238,10646.03962,-0.001139641,525.8685395,79.18543148,2246.246916,no_dust,ESP_011277_1825_RED.NOMAP.browse-Block-10.jpg
65.7793951,12446.81693,0.000506401,723.5000808,114.7518797,1444.704516,no_dust,ESP_011277_1825_RED.NOMAP.browse-Block-11.jpg
74.05310154,13399.67904,-0.001110077,811.6816318,121.352232,990.342081,no_dust,ESP_011277_1825_RED.NOMAP.browse-Block-12.jpg
84.09939766,14372.63772,-0.000741959,940.6932539,133.9677048,443.2163414,no_dust,ESP_011277_1825_RED.NOMAP.browse-Block-13.jpg
81.16413116,14109.23726,-0.000958443,778.0234948,121.016963,479.3526719,no_dust,ESP_011277_1825_RED.NOMAP.browse-Block-14.jpg
55.87487698,11126.09175,0.000172615,540.564557,106.8715324,2890.062071,no_dust,ESP_011277_1825_RED.NOMAP.browse-Block-8.jpg
34.90316391,7682.075946,-0.001477242,459.9162662,129.3874893,621.6698536,no_dust,ESP_011279_1850_RED.NOMAP.browse-Block-1.jpg
28.58784199,6472.634997,0.000653267,366.2185846,142.4496698,1673.77762,no_dust,ESP_011279_1850_RED.NOMAP.browse-Block-10.jpg
19.14148808,4514.682893,0.001235008,393.4618277,155.6976099,205.083261,no_dust,ESP_011279_1850_RED.NOMAP.browse-Block-11.jpg
31.82003975,7101.595206,-3.24E-05,375.0120354,131.5288267,2111.528922,no_dust,ESP_011279_1850_RED.NOMAP.browse-Block-12.jpg
36.63660049,8000.09263,-0.001649857,573.7911674,146.7526875,522.7494578,no_dust,ESP_011279_1850_RED.NOMAP.browse-Block-13.jpg
44.4599247,9360.595894,-0.000935555,565.6801568,149.8181839,2340.274774,no_dust,ESP_011279_1850_RED.NOMAP.browse-Block-15.jpg
26.48816586,6052.859363,-0.000518799,402.177324,83.00127029,1415.70279,no_dust,ESP_011279_1850_RED.NOMAP.browse-Block-16.jpg
50.53570747,10332.74768,0.000531197,701.8151214,130.0253649,887.003363,no_dust,ESP_011279_1850_RED.NOMAP.browse-Block-17.jpg
26.62556648,6080.598663,0.001322746,390.5619022,102.9961319,859.2023891,no_dust,ESP_011279_1850_RED.NOMAP.browse-Block-18.jpg
33.26286793,7375.612939,-0.000190735,480.4600391,125.5122452,285.2383201,no_dust,ESP_011279_1850_RED.NOMAP.browse-Block-2.jpg
31.51824474,7043.752658,0.00036335,450.84525,134.7146721,769.0845826,no_dust,ESP_011279_1850_RED.NOMAP.browse-Block-3.jpg
21.86858654,5098.25449,0.000874519,389.9305593,141.5988522,312.266151,no_dust,ESP_011279_1850_RED.NOMAP.browse-Block-7.jpg
23.87560844,5518.235475,0.000699043,299.1680856,140.1195621,1178.52207,no_dust,ESP_011279_1850_RED.NOMAP.browse-Block-8.jpg
16.82707787,4007.754306,-6.58E-05,305.1819792,149.509901,185.9624798,no_dust,ESP_011279_1850_RED.NOMAP.browse-Block-9.jpg
76.38964176,13643.98128,0.001420975,1702.098516,163.6105251,1386.717387,no_dust,ESP_011287_2165_RED.NOMAP.browse-Block-7.jpg
16.88641548,4020.88492,-0.000517845,309.7070911,143.579524,2983.424124,no_dust,ESP_011289_1950_RED.NOMAP.browse-Block-7.jpg
