,0,1,2,3,4,5,class
0,0.4712963104248047,119.95843894610515,-0.0009555816650390625,32.144038240916416,169.7584228515625,1053.143289193511,dust
1,0.085601806640625,21.821133024059236,9.059906005859375e-05,26.659138671295988,163.94496822357178,387.12215937742377,dust
2,0.06389576981707316,16.289338633953097,0.00013433689024390245,27.413486071892613,193.38103182164633,483.0335771365636,dust
3,0.028911013719512196,7.371472651761303,0.00045064786585365856,26.85896988075795,146.07031916920732,749.2503953440151,dust
4,0.0,0.0,-0.0022830963134765625,3.6928296415972,196.72100734710693,1060.9596186584079,dust
5,0.0,0.0,-0.0019311904907226562,3.087275590266472,196.5690803527832,1099.93472108417,dust
6,0.0,0.0,2.47955322265625e-05,4.367063521724049,107.35622119903564,640.3293642774917,dust
7,0.0,0.0,8.19359756097561e-05,5.629039627432837,107.35583269817073,1219.5559783653034,dust
8,1.578201219512195,399.95059188633996,-0.0003448932926829268,158.59654523165844,192.5768397484756,523.5656352872007,dust
9,0.0,0.0,-0.00031280517578125,47.875673196220305,171.16341400146484,334.5128905143938,dust
10,0.07538795471191406,19.21824510782244,-0.011254310607910156,252.74183481967893,183.98037147521973,396.335311895084,dust
11,0.008511543273925781,2.1703710884821703,-0.0006694793701171875,253.94084694864554,133.8179817199707,416.21630858523395,dust
12,0.0036478042602539062,0.930176779888825,-0.0018329620361328125,266.9921364565319,137.01871299743652,1414.1485298286227,dust
13,0.0017023086547851562,0.43408580911545863,-0.0010747909545898438,252.57529620047544,87.24184703826904,655.1885316851958,dust
14,0.11405467987060547,29.07093489700401,-0.0006732940673828125,270.7864012953298,55.29584312438965,277.4213402948451,dust
15,0.038871951219512195,9.910836532384,-0.001955983231707317,308.14971892565404,55.819892339939024,452.80030608597036,dust
16,0.0,0.0,-0.00040586890243902437,94.74253985051433,132.36809737042682,194.6038859950923,dust
17,0.0,0.0,0.00024104420731707317,92.47516476659283,169.33755049542683,110.25099773468342,dust
18,0.0,0.0,-0.0024547576904296875,51.2533318342721,76.7537841796875,513.657275184989,dust
19,0.015062881097560975,3.8408077894910893,0.00030297256097560975,57.89415577711007,176.69291825457316,469.2133580043699,dust
20,0.0,0.0,-0.0023012161254882812,50.33737892834181,61.378172874450684,495.10616607079106,dust
21,0.0,0.0,0.00019550323486328125,50.951865158005994,89.75768089294434,519.8679000264024,dust
22,0.0,0.0,-0.00040721893310546875,51.42659838306137,85.06056213378906,533.363742887741,dust
23,0.0,0.0,0.00013828277587890625,52.649569492290915,159.55255126953125,357.33708783611655,dust
24,0.0,0.0,0.0005197525024414062,51.124140469297735,160.76028156280518,832.8705545944878,dust
25,0.0,0.0,-0.00037670135498046875,53.10739979858627,172.86070346832275,572.8222016627243,dust
26,0.0,0.0,0.0002880096435546875,51.9169081812106,189.3807258605957,378.51940023606386,dust
27,0.0,0.0,5.5259146341463416e-05,60.89835556097077,168.4532450457317,485.7013715199828,dust
28,0.1279163360595703,32.60230310615952,0.00042247772216796875,458.857155621382,91.48626041412354,1610.3256626642162,dust
29,0.0,0.0,-0.001407623291015625,36.61651603922655,139.4669713973999,396.43423473396956,dust
30,0.0,0.0,7.05718994140625e-05,37.158100123193435,185.54766750335693,760.352099833659,dust
31,0.0,0.0,-2.384185791015625e-05,36.23433971348148,149.038010597229,431.3155632129911,dust
32,0.0,0.0,-0.0006666183471679688,35.92117360499705,112.68117904663086,494.6146732375317,dust
33,0.0,0.0,0.0004673004150390625,34.91778351881294,123.82494163513184,437.0903262485756,dust
34,0.0,0.0,-0.00048351287841796875,34.57746196256503,75.32680702209473,1459.445397487698,dust
35,0.0,0.0,0.000476837158203125,35.40616012724058,115.30784606933594,845.6694157493766,dust
36,0.0,0.0,-0.0001163482666015625,34.394397722058784,56.478614807128906,578.6819710335112,dust
37,0.0,0.0,0.0002880096435546875,35.00582686712369,113.75915050506592,426.11662550059077,dust
38,0.0,0.0,4.57763671875e-05,34.64561462192796,76.61197185516357,233.05840804339786,dust
39,0.0,0.0,-0.00025628810975609757,41.39465408827984,139.01368807164633,162.67360932114585,dust
40,0.0,0.0,-0.0016565322875976562,39.23496448765085,210.89358234405518,566.8608419161093,dust
41,0.0,0.0,0.00014291158536585365,40.26737421738114,93.1224228277439,168.92917137838143,dust
42,0.0,0.0,3.0517578125e-05,36.047103880904615,121.87241268157959,676.4431588464809,dust
43,0.0,0.0,2.574920654296875e-05,37.4670248024982,172.6545171737671,1399.1945940627702,dust
44,0.0,0.0,0.0005121231079101562,34.631197667111906,102.17315769195557,361.6163167295727,dust
45,0.0,0.0,-0.00048828125,36.275714635849,146.30569648742676,765.3087446343784,dust
46,0.0038909912109375,0.9921876189764589,-6.4849853515625e-05,35.89584731635114,141.66354274749756,469.46963552938365,dust
47,0.0,0.0,0.0003719329833984375,37.50135789389242,186.32422256469727,261.3988069593761,dust
48,0.0,0.0,-7.915496826171875e-05,36.01231097548461,165.7743434906006,144.87833557897284,dust
49,0.5986280487804878,152.29179689823772,-0.0012385670731707317,506.89508230741524,176.70725514481708,602.7331638262889,dust
50,0.1943063735961914,49.5103703002087,-0.0008764266967773438,519.5756113000567,142.0479497909546,1861.964330799554,dust
51,0.1091909408569336,27.831767256952844,0.0006513595581054688,505.4565282393699,222.83056545257568,92.49571076501003,dust
52,0.010457038879394531,2.66643556458348,7.152557373046875e-05,206.41090869392016,57.35249042510986,490.3083285870582,dust
53,0.023809070121951218,6.0707460092774905,0.0004925685975609756,21.94738066438837,211.5922989710366,212.2713799090919,dust
54,0.062255859375,15.87136834859848,-0.0036725997924804688,22.566565377061988,140.49627780914307,644.3696322176821,dust
55,0.008754730224609375,2.232379561974085,-0.00010395050048828125,17.040469158810993,60.69880962371826,75.421118501827,dust
56,0.013861656188964844,3.5345301826737336,0.00029087066650390625,19.307238494190642,123.39869594573975,777.4587945717235,dust
57,0.017266273498535156,4.402601617925938,-0.0001583099365234375,16.83967778560691,64.86560535430908,436.7617280038333,dust
58,0.35991668701171875,91.64921516639879,-0.00044918060302734375,20.966950214801727,128.5549144744873,714.7380770823737,dust
59,0.010213851928710938,2.6044279190500657,-0.00034809112548828125,21.33723723692583,181.95838165283203,616.5925386193558,dust
60,0.0017023086547851562,0.43408580911545863,-0.0004520416259765625,57.40060976575114,76.89820098876953,435.09918362268945,dust
61,0.0,0.0,-0.00017452239990234375,56.20724961095983,95.43679332733154,1451.3580616487052,dust
62,0.0,0.0,0.0005044937133789062,56.59863351165985,141.6067762374878,359.1794519540071,dust
63,0.0,0.0,-0.00031757354736328125,56.546919721839345,144.2921323776245,1207.1434289299953,dust
64,0.0,0.0,-0.00049591064453125,56.56345533573767,142.5668706893921,291.9033156338974,dust
65,0.0,0.0,0.00031280517578125,57.60119619121542,169.07328987121582,652.9720455869611,dust
66,0.0,0.0,-8.384146341463415e-05,67.7636490021169,194.10410727896343,674.856439685138,dust
67,0.015062881097560975,3.8408077894910893,-4.954268292682927e-05,67.2996684426675,170.88405773628048,555.9783952344716,dust
68,0.035991668701171875,9.176580118582933,-0.0017251968383789062,56.11586559211573,67.82212829589844,1234.4027584006544,dust
69,0.0,0.0,0.0002765655517578125,55.762891692920675,76.59543418884277,781.7624911315166,dust
70,0.0,0.0,-0.00051116943359375,56.607444501889404,106.12934398651123,257.3923573142455,dust
71,0.0,0.0,0.0002193450927734375,55.57104678111136,77.20197200775146,729.314743768968,dust
72,0.0,0.0,-0.0002193450927734375,56.52066225962699,117.38601875305176,511.32928198749937,dust
73,0.0,0.0,-7.2479248046875e-05,55.86453055810125,54.89582443237305,616.737123754203,dust
74,0.0,0.0,-0.0010175704956054688,55.16715423035783,74.74284172058105,761.1280377101433,dust
75,0.0,0.0,9.72747802734375e-05,56.0856399441509,111.77851009368896,1245.6677457721341,dust
76,0.00583648681640625,1.4882700736052357,0.000156402587890625,19.250646566724754,42.71149921417236,534.7118713233691,dust
77,0.0,0.0,6.67572021484375e-06,8.267498969987173,37.70472812652588,100.95099868668886,dust
78,0.0,0.0,-0.00012874603271484375,11.718356115931783,67.56303787231445,377.4684345213306,dust
79,0.0053501129150390625,1.3642501696267566,-8.58306884765625e-05,11.979555122637976,43.94784355163574,241.27425915130289,dust
80,0.0,0.0,-0.00035190582275390625,13.607275838991882,112.9852819442749,370.1463736116843,dust
81,0.0,0.0,0.0001392364501953125,12.450971584006766,72.55950260162354,205.452826933075,dust
